"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"1400000US47157021334","Census Tract 213.34, Shelby County, Tennessee","1677","117","875","133","354","91","802","133","5.8","4.4","3.0","3.0","0.0","9.4","10.8","8.8","0.5","0.7","0.0","3.9","0.0","9.4","1.0","1.5","9.8","5.6","14.5","9.9","1.7","3.4","4.6","3.7","13.1","6.0","11.7","8.1","9.0","7.8","16.3","9.0","30.7","8.1","34.7","12.1","13.6","9.5","24.6","12.1","19.2","7.6","13.3","8.1","21.5","16.5","25.6","11.8","8.5","5.1","7.8","6.2","19.2","14.6","9.4","7.5","7.3","4.1","8.0","5.4","17.5","12.0","4.6","5.4","3.0","2.0","4.9","3.7","12.1","9.7","1.0","1.6","2.1","2.1","2.2","2.6","5.4","6.3","2.1","3.4","44436","5159","42695","6201","80551","12077","45116","10115","58784","7414","60593","10174","N","N","53943","10120","40.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)"
"1400000US47157021341","Census Tract 213.41, Shelby County, Tennessee","1996","94","1604","137","1444","143","392","122","3.1","2.4","1.0","1.5","1.1","1.6","11.5","10.0","0.8","1.3","0.0","2.2","0.0","2.4","4.1","6.5","1.5","1.7","0.0","2.2","0.0","2.4","7.4","8.6","4.7","3.4","2.6","2.9","2.9","3.2","13.0","10.9","5.3","3.1","2.9","2.7","1.9","2.3","15.1","12.1","15.4","6.0","12.5","5.6","10.7","4.7","27.6","20.1","8.1","3.5","10.1","4.3","7.6","4.3","0.0","8.5","17.1","6.1","20.2","7.5","19.4","8.1","4.3","7.4","21.8","6.8","24.9","7.6","27.6","8.4","9.4","10.0","22.3","5.1","25.9","6.5","28.7","7.2","7.7","7.5","130156","21853","157591","35370","162250","12892","47237","27484","164481","20333","186783","24531","N","N","73223","24276","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.5","(X)"
"1400000US47157021342","Census Tract 213.42, Shelby County, Tennessee","4506","210","2486","300","2230","268","2020","357","1.2","1.5","1.3","2.2","0.0","1.6","1.0","1.8","0.0","0.8","0.8","1.4","0.0","1.6","0.0","1.7","8.7","5.1","5.0","4.3","5.6","4.9","13.3","10.1","9.6","5.4","3.7","4.4","0.9","1.6","15.8","10.7","24.5","8.0","13.4","6.6","13.5","7.0","38.1","15.2","15.5","4.9","12.4","5.5","13.9","6.2","19.4","10.2","5.0","2.9","8.5","4.9","7.7","4.7","0.6","1.3","15.2","5.3","22.8","8.7","22.7","9.3","5.8","4.6","8.0","3.3","12.2","5.5","13.6","6.1","2.7","4.4","12.3","3.5","19.7","7.2","22.0","7.6","3.2","3.4","55585","7267","109948","17734","118212","12319","43838","5174","126416","22283","179044","42088","N","N","61522","16856","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)"
"1400000US47157021351","Census Tract 213.51, Shelby County, Tennessee","1951","143","1280","166","959","167","671","131","3.4","2.5","2.3","2.7","0.0","3.6","5.4","5.0","0.0","1.8","0.0","2.7","0.0","3.6","0.0","5.1","10.1","5.6","0.0","2.7","0.0","3.6","29.5","14.2","3.8","2.4","3.5","3.4","2.8","3.2","4.3","4.7","11.4","4.8","13.1","6.3","8.9","5.3","8.0","6.6","12.4","5.8","14.3","7.3","12.3","8.5","8.6","7.0","14.3","4.9","15.2","6.2","19.0","7.6","12.7","7.5","24.9","6.6","30.3","9.9","34.1","12.4","14.5","8.2","4.5","3.2","5.4","4.1","5.7","5.0","2.8","4.3","15.3","6.3","15.9","8.0","17.2","9.2","14.2","11.2","91622","10275","102619","10067","106851","5723","60750","39372","111184","16169","119586","17021","N","N","94728","32215","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)"
"1400000US47157021352","Census Tract 213.52, Shelby County, Tennessee","2367","104","1880","156","1696","149","487","141","0.6","1.0","0.0","1.8","0.0","2.0","2.9","4.7","0.6","1.0","0.0","1.8","0.0","2.0","3.1","4.7","1.9","1.8","0.0","1.8","0.0","2.0","9.4","9.0","2.1","1.7","1.9","1.7","0.7","1.0","2.9","4.8","4.6","2.5","1.2","1.0","1.4","1.1","17.9","11.6","13.5","4.8","7.4","3.6","6.5","3.8","36.8","17.3","14.6","4.3","18.4","5.3","14.9","4.8","0.0","6.9","27.4","6.5","28.2","7.1","30.6","7.6","24.0","16.3","15.6","5.4","18.8","6.3","19.3","6.5","3.1","5.0","19.1","5.5","24.0","7.0","26.6","7.7","0.0","6.9","114875","6986","130735","20402","142083","24836","57574","9985","157960","19022","181788","25402","N","N","65974","12026","18.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.2","(X)"
"1400000US47157021353","Census Tract 213.53, Shelby County, Tennessee","3213","112","2983","128","2838","153","230","85","0.7","0.9","0.4","0.7","0.5","0.8","4.8","7.8","0.7","0.7","0.7","0.8","0.4","0.6","0.0","14.1","1.3","1.9","1.4","2.0","1.4","2.1","0.0","14.1","1.1","1.3","1.2","1.4","1.2","1.4","0.0","14.1","4.5","2.7","3.4","2.7","3.6","2.8","18.3","16.3","6.9","2.8","5.7","2.8","4.9","2.8","23.0","16.6","7.8","3.4","8.0","3.5","7.4","3.5","5.2","8.0","20.7","5.2","20.9","5.5","20.3","5.7","17.8","15.1","18.7","4.5","19.7","4.8","20.7","5.0","6.1","9.4","37.7","5.5","38.7","5.8","39.7","6.1","24.8","19.2","165321","15873","170547","12695","172747","8932","94375","79930","233512","24079","236510","24675","N","N","191844","110428","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.6","(X)"
"1400000US47157021410","Census Tract 214.10, Shelby County, Tennessee","1124","73","809","82","711","80","315","69","5.2","3.6","1.7","2.7","2.0","3.0","14.0","10.2","2.4","2.5","0.0","4.2","0.0","4.8","8.6","8.9","2.4","2.1","1.2","2.0","1.4","2.2","5.4","5.6","2.7","2.1","1.0","1.5","1.1","1.7","7.0","6.2","5.9","3.4","3.2","3.0","3.7","3.5","12.7","9.2","13.9","6.3","12.4","6.5","10.3","6.5","18.7","13.6","14.1","5.6","15.7","6.5","12.7","6.2","14.3","12.5","26.9","6.9","36.3","9.1","38.1","9.6","1.6","2.4","9.7","4.4","8.7","4.8","9.8","5.4","12.4","9.6","16.9","5.2","19.8","6.8","21.0","7.9","5.4","6.2","102734","8864","114129","10645","117917","17431","51705","13204","137258","21274","156210","25803","N","N","76906","23551","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)"
"1400000US47157021420","Census Tract 214.20, Shelby County, Tennessee","1368","84","918","94","815","93","450","99","4.9","4.4","0.0","3.7","0.0","4.2","14.9","13.0","5.0","3.7","2.1","1.9","1.5","1.7","10.9","10.6","3.9","2.5","0.8","1.3","0.0","4.2","10.2","7.4","4.2","3.5","4.2","4.2","3.7","4.4","4.0","4.6","9.6","6.1","3.8","2.7","3.3","2.7","21.3","16.2","15.6","5.7","15.1","6.8","13.4","7.0","16.7","10.4","7.4","3.3","7.8","3.8","8.8","4.1","6.4","5.6","25.7","6.8","33.1","8.9","32.1","8.0","10.7","8.3","11.6","5.0","15.8","6.8","17.8","7.4","3.1","5.3","12.1","4.0","17.2","5.3","19.4","5.7","1.8","3.0","94643","34172","123646","10793","130893","14390","41339","14070","115894","14558","146753","17042","N","N","52942","13613","47.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.4","(X)"
"1400000US47157021430","Census Tract 214.30, Shelby County, Tennessee","1705","98","1360","114","1171","121","345","80","0.6","0.9","0.0","2.5","0.0","2.9","2.9","4.6","1.1","1.1","0.6","0.9","0.0","2.9","2.9","4.4","2.1","1.6","1.5","1.5","0.8","1.2","4.3","4.6","8.2","3.9","5.9","3.9","5.0","3.1","17.1","11.0","7.2","3.1","4.4","3.0","4.6","3.6","18.3","10.2","21.3","6.0","19.3","6.4","15.4","6.1","29.3","14.8","16.1","4.8","17.9","5.7","17.2","6.4","8.7","7.9","19.5","4.4","23.7","5.3","26.0","5.7","3.2","4.7","12.0","4.5","13.0","5.2","15.1","5.7","7.8","7.0","12.1","3.1","13.8","3.8","16.0","4.5","5.5","5.6","87961","9180","100294","15650","110781","25072","54115","18336","121706","13031","130504","14354","N","N","86894","34576","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.0","(X)"
"1400000US47157021510","Census Tract 215.10, Shelby County, Tennessee","3455","189","2046","260","1289","211","1409","260","6.0","4.2","2.8","2.6","1.0","1.6","10.7","9.5","2.0","2.0","1.6","2.5","2.6","3.9","2.6","2.9","3.6","2.7","1.1","1.7","1.7","2.7","7.3","6.0","9.1","5.6","5.4","6.0","0.8","1.4","14.4","11.5","14.3","5.5","10.9","6.5","8.4","6.3","19.2","10.2","21.7","6.4","24.6","9.3","16.1","8.0","17.5","10.0","11.7","3.8","15.2","6.2","19.2","8.5","6.6","4.1","21.7","7.1","23.9","8.8","28.5","11.7","19.7","11.3","5.7","3.4","9.7","5.8","14.0","9.2","0.0","2.5","4.2","1.8","4.9","2.8","7.8","4.5","2.1","2.5","65941","7411","83281","15685","102668","26439","46168","12967","81446","8437","95632","11117","N","N","58951","12181","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.0","(X)"
"1400000US47157021520","Census Tract 215.20, Shelby County, Tennessee","5005","289","3413","349","3162","355","1592","371","3.2","3.1","0.0","1.0","0.0","1.1","9.9","9.6","0.6","1.0","0.9","1.5","0.0","1.1","0.0","2.2","1.2","1.3","0.0","1.0","0.0","1.1","3.7","4.2","2.1","1.8","0.7","1.2","0.8","1.3","5.2","4.5","8.8","4.9","8.4","5.7","7.7","5.7","11.7","9.0","16.8","5.5","17.0","6.5","17.2","7.1","16.3","10.0","14.9","5.6","12.4","6.6","12.5","7.0","20.2","10.7","27.3","7.9","26.6","9.3","25.1","9.8","26.8","13.5","13.5","3.8","17.6","5.3","19.0","5.8","4.6","4.5","11.7","4.4","16.4","6.5","17.7","7.1","1.5","2.4","106394","13648","119192","13565","124423","13475","76068","18812","117985","11614","134159","14339","N","N","81440","16002","24.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)"
"1400000US47157021530","Census Tract 215.30, Shelby County, Tennessee","1911","94","1581","112","1513","112","330","93","2.1","2.5","0.0","2.2","0.0","2.3","12.1","13.1","0.0","1.8","0.0","2.2","0.0","2.3","0.0","10.1","2.0","1.7","0.8","1.2","0.9","1.3","7.6","8.3","4.3","2.2","2.9","2.0","3.0","2.1","11.2","9.8","6.3","4.0","3.0","2.3","2.4","2.2","22.1","19.2","9.9","3.9","7.3","3.3","6.2","3.2","22.1","14.5","8.5","3.6","8.8","4.5","9.2","4.7","7.0","7.1","24.2","5.3","28.7","6.2","28.9","6.4","3.0","5.6","12.6","4.3","15.2","5.1","15.3","5.0","3.3","4.8","30.0","5.4","33.2","6.1","34.0","6.2","11.5","10.5","129375","6900","139208","24374","141719","27157","45714","11071","183887","18171","203563","19515","N","N","86640","37632","29.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.0","(X)"
"1400000US47157021540","Census Tract 215.40, Shelby County, Tennessee","4075","154","3715","146","3399","140","360","116","2.0","2.2","1.1","1.7","0.0","1.0","11.7","18.8","0.5","0.7","0.5","0.8","0.6","0.9","0.0","9.3","2.6","2.0","0.3","0.5","0.4","0.6","25.6","20.9","0.6","0.6","0.0","0.9","0.0","1.0","6.7","7.1","5.7","2.5","4.6","2.5","3.4","2.4","17.2","12.4","8.1","3.0","7.0","3.2","7.2","3.4","18.9","11.6","10.3","3.2","11.1","3.5","11.4","3.6","5.6","8.9","26.7","5.0","28.6","5.3","26.7","5.3","7.5","8.5","17.6","3.3","19.0","3.6","20.4","3.7","0.0","9.3","25.9","4.3","27.8","4.9","30.0","5.1","6.9","7.7","134826","11808","143395","12134","151023","17407","38387","9120","162650","11353","171773","13093","N","N","64918","28449","28.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)"
"1400000US47157021611","Census Tract 216.11, Shelby County, Tennessee","2206","87","2018","113","1538","201","188","107","2.9","2.6","1.7","2.0","1.0","1.6","15.4","19.7","3.2","4.5","3.5","5.0","4.6","6.4","0.0","16.9","1.0","1.7","2.2","3.3","0.0","2.2","12.2","18.4","2.4","2.4","0.8","1.3","1.0","1.8","19.1","20.9","11.6","6.0","12.7","6.8","4.5","4.0","5.3","9.7","17.0","5.6","14.8","5.5","13.5","5.7","25.0","23.8","14.3","5.0","13.1","5.0","12.9","5.8","12.8","19.3","25.5","7.2","27.0","7.7","32.2","8.7","10.1","15.3","14.7","5.0","16.1","5.5","19.6","7.2","0.0","16.9","7.4","3.3","8.1","3.7","10.7","4.7","0.0","16.9","93083","18799","102069","19605","122583","12877","-","**","104835","9296","108221","10789","N","N","50965","17439","35.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.9","(X)"
"1400000US47157021612","Census Tract 216.12, Shelby County, Tennessee","1643","62","1421","92","1296","100","222","69","0.0","2.1","0.0","2.4","0.0","2.7","0.0","14.5","0.0","2.1","0.0","2.4","0.0","2.7","0.0","14.5","4.1","3.0","3.2","3.0","3.5","3.3","9.9","10.7","4.6","3.2","3.2","3.2","1.4","1.6","14.0","11.5","2.6","2.0","2.5","2.1","2.8","2.3","3.2","5.4","15.8","4.7","13.3","5.1","11.3","5.0","31.5","15.7","16.1","5.9","16.7","6.2","15.5","5.7","16.2","16.0","30.8","6.3","33.8","7.3","36.3","7.4","12.2","11.1","13.8","5.4","14.9","6.2","15.7","6.7","7.2","8.5","12.2","4.0","12.4","4.4","13.6","4.7","5.9","8.8","106412","7052","111492","9020","115875","12087","66667","11776","137229","17073","144868","19416","N","N","77562","19084","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.6","(X)"
"1400000US47157021613","Census Tract 216.13, Shelby County, Tennessee","1514","80","1317","91","1172","99","197","78","3.0","2.9","1.7","2.0","2.0","2.2","11.7","17.2","0.0","2.3","0.0","2.6","0.0","2.9","0.0","16.2","1.1","1.1","1.4","1.5","0.0","2.9","4.1","6.2","1.6","1.4","0.5","0.8","0.5","0.9","9.1","9.8","5.7","3.6","6.0","4.1","6.1","4.3","4.1","6.4","12.5","5.1","11.2","4.9","9.9","5.2","21.8","17.8","21.9","5.2","24.2","5.7","25.2","6.4","6.1","9.1","26.9","6.2","27.3","6.5","25.6","6.7","19.3","15.8","20.2","5.5","19.7","5.4","21.7","6.2","23.9","19.5","7.0","4.1","8.0","4.5","9.0","5.0","0.0","16.2","111159","13571","111008","14811","115625","17028","74830","63664","117378","9443","120550","9929","N","N","90386","27808","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.5","(X)"
"1400000US47157021620","Census Tract 216.20, Shelby County, Tennessee","1113","88","705","104","446","83","408","116","3.5","3.1","8.2","8.5","0.0","7.5","5.4","5.2","7.1","4.9","3.4","3.8","1.3","2.2","13.5","11.9","11.9","5.8","5.1","5.1","4.5","5.8","23.5","13.0","12.1","6.5","4.7","4.1","1.3","2.1","15.0","11.8","14.6","7.8","14.0","8.9","15.2","11.9","15.7","15.3","11.9","6.3","12.3","8.2","9.0","7.7","11.0","8.8","17.1","7.5","27.0","11.7","32.3","17.2","0.0","8.2","8.9","6.1","9.8","8.4","11.9","12.3","7.4","7.6","3.9","3.1","3.1","3.9","4.9","6.3","5.1","5.6","9.1","4.9","12.3","7.3","19.5","11.1","3.4","5.7","51012","11844","80855","33286","89268","5113","31293","9801","87071","18343","107918","29731","N","N","48125","13753","41.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)"
"1400000US47157021710","Census Tract 217.10, Shelby County, Tennessee","1303","75","717","97","169","64","586","95","16.7","6.7","19.7","10.4","0.0","18.6","13.0","9.3","7.5","4.4","4.2","3.8","0.0","18.6","13.7","8.9","17.9","5.4","20.5","10.4","3.6","5.6","21.0","9.0","19.3","8.8","26.2","12.6","28.4","25.7","17.7","9.7","12.4","6.1","7.9","7.2","17.8","17.0","8.5","7.1","13.7","5.0","7.1","6.2","18.9","21.7","15.9","8.1","4.7","3.3","2.0","2.8","8.3","12.5","8.0","6.1","7.8","5.4","12.4","9.2","23.1","19.9","2.2","3.6","0.0","2.6","0.0","4.8","0.0","18.6","0.0","5.8","0.0","2.6","0.0","4.8","0.0","18.6","0.0","5.8","28018","4140","26558","4571","52552","23446","25745","4369","37433","6408","36517","9639","N","N","34537","6668","42.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.3","(X)"
"1400000US47157021721","Census Tract 217.21, Shelby County, Tennessee","1990","124","1113","134","331","90","877","125","13.2","5.2","12.4","6.3","0.0","10.0","14.1","8.8","10.7","4.8","6.6","4.7","3.3","5.3","17.9","8.7","18.8","6.1","19.4","7.6","16.6","12.8","19.7","9.4","16.5","5.0","12.5","5.3","17.5","12.5","17.9","8.8","11.9","4.4","19.6","8.5","23.0","15.4","10.9","6.8","15.7","4.6","13.1","5.8","5.4","6.5","15.2","7.7","6.8","3.1","5.0","3.7","11.8","10.8","4.2","4.1","5.8","2.9","10.3","5.2","19.0","11.3","0.0","3.9","0.6","0.9","1.0","1.6","3.3","5.5","0.0","3.9","0.0","1.7","0.0","3.1","0.0","10.0","0.0","3.9","29363","2946","31953","9433","39777","19522","21885","9894","38566","3605","43101","5492","N","N","29465","4341","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)"
"1400000US47157021724","Census Tract 217.24, Shelby County, Tennessee","921","59","540","69","245","54","381","72","2.5","1.8","2.4","3.0","0.0","13.3","2.6","2.9","4.7","3.3","5.4","4.9","0.0","13.3","3.7","3.9","17.0","6.9","7.2","5.4","5.3","6.5","32.5","13.1","13.4","5.7","11.5","7.7","7.8","7.8","16.0","9.2","20.6","6.6","18.3","7.9","5.7","7.2","23.9","10.9","20.0","6.3","22.0","8.4","33.9","14.1","17.6","10.4","14.1","5.7","22.0","9.5","29.0","13.3","0.8","1.3","7.7","4.0","11.1","5.8","18.4","11.6","2.9","4.7","0.0","3.7","0.0","6.3","0.0","13.3","0.0","8.8","0.0","3.7","0.0","6.3","0.0","13.3","0.0","8.8","41958","4322","52895","8011","71688","16940","31343","5128","49737","4454","58198","6677","N","N","36173","4918","38.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)"
"1400000US47157021725","Census Tract 217.25, Shelby County, Tennessee","2282","155","857","154","252","83","1425","183","6.9","3.7","8.5","5.8","3.6","5.6","6.0","4.2","3.8","2.3","1.2","1.9","4.0","6.4","5.4","3.5","22.8","6.0","16.9","9.3","6.3","9.7","27.4","7.7","23.1","5.8","20.1","10.6","17.5","14.5","27.0","7.4","18.4","5.9","17.5","8.4","19.0","15.1","16.4","7.5","16.3","4.8","21.2","8.2","26.6","14.7","13.5","6.2","4.2","2.3","7.7","5.4","11.1","10.0","1.1","1.8","2.9","1.9","6.9","4.6","11.9","12.2","0.6","0.9","0.8","1.4","0.0","4.0","0.0","12.9","1.3","2.2","0.8","1.2","0.0","4.0","0.0","12.9","1.3","2.0","31617","2596","38464","9429","49688","20574","28252","2839","40338","3914","45938","5279","N","N","36205","5437","30.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.2","(X)"
"1400000US47157021726","Census Tract 217.26, Shelby County, Tennessee","2116","196","649","151","312","137","1467","215","16.6","7.4","11.4","12.7","16.3","20.8","19.0","9.2","4.1","4.4","0.0","5.2","0.0","10.6","5.9","6.2","25.0","8.1","18.8","12.3","5.8","10.4","27.8","9.9","12.3","6.0","10.0","9.5","8.3","10.4","13.4","7.8","25.8","9.0","23.6","15.6","6.1","11.1","26.7","10.5","8.2","4.6","21.0","12.7","31.7","22.3","2.5","3.3","3.2","3.5","6.3","9.0","13.1","17.4","1.8","2.9","4.8","3.4","8.9","8.2","18.6","16.6","3.0","3.6","0.0","1.6","0.0","5.2","0.0","10.6","0.0","2.4","0.0","1.6","0.0","5.2","0.0","10.6","0.0","2.4","26731","6220","39625","10568","67984","29517","24056","4008","34047","4486","46412","11787","N","N","28577","4638","39.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.6","(X)"
"1400000US47157021731","Census Tract 217.31, Shelby County, Tennessee","827","63","604","73","264","68","223","63","10.2","5.7","11.8","6.7","0.0","12.4","14.8","12.3","7.0","4.6","8.6","6.0","0.0","12.4","3.6","5.8","13.5","5.6","18.9","7.0","19.7","12.2","13.5","11.2","10.3","4.3","6.1","4.8","14.0","10.7","13.0","9.2","27.3","6.9","20.9","7.6","25.4","11.9","38.6","13.7","21.2","6.9","23.3","8.5","30.3","14.6","10.8","9.6","5.6","3.7","6.3","4.6","7.6","7.0","3.6","4.8","4.5","3.2","3.5","3.6","1.5","2.8","2.2","3.6","0.0","4.1","0.0","5.6","0.0","12.4","0.0","14.5","0.5","0.9","0.7","1.3","1.5","3.0","0.0","14.5","39544","2622","38533","4512","40278","12254","37054","4766","42107","4794","40301","6284","N","N","35057","6418","44.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.5","(X)"
"1400000US47157021732","Census Tract 217.32, Shelby County, Tennessee","2741","171","1482","274","406","155","1259","267","9.1","5.4","8.9","6.6","0.0","8.3","9.3","8.6","5.9","4.1","7.5","6.8","0.0","8.3","4.0","3.3","27.8","8.5","27.3","11.0","12.1","13.3","31.7","12.1","14.5","7.0","18.5","8.9","9.1","10.4","14.5","8.8","14.8","5.6","7.2","6.2","0.0","8.3","20.4","9.2","13.2","6.0","11.8","8.0","38.4","22.9","11.8","7.9","8.2","4.6","11.1","6.9","16.7","15.4","3.3","5.1","5.8","3.9","7.8","5.6","23.6","17.4","5.0","4.9","0.7","1.0","0.0","2.3","0.0","8.3","0.0","2.7","0.0","1.3","0.0","2.3","0.0","8.3","0.0","2.7","30635","4432","30568","5567","72622","32145","27089","8219","39758","4355","41699","6545","N","N","34925","5756","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.8","(X)"
