OBJECTID,FID_TelecomVT,TelecomNod,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
147,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,134816.165479244256858,382741166.918371260166168
148,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,87505.784574300239910,455832524.275698065757751
149,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,43911.131271394777286,80720173.330438092350960
150,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,137,1400000US47157020524,47,157,020524,205.24,Tract,1.787000000000000,49974500.0000000,119,1400000US47157020524,47157020524.000000000000000,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,13857.559717907390223,7843262.397146756760776
151,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,138,1400000US47157020531,47,157,020531,205.31,Tract,6.771000000000000,189637872.0000000,120,1400000US47157020531,47157020531.000000000000000,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,30854.613873875885474,31387227.451823297888041
152,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,4,1400000US47157020511,47,157,020511,205.11,Tract,1.350000000000000,40455344.0000000,115,1400000US47157020511,47157020511.000000000000000,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,32340.458629730797838,37159770.237151965498924
153,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,26,1400000US47157000700,47,157,000700,7,Tract,0.964000000000000,26835498.0000000,6,1400000US47157000700,47157000700.000000000000000,"Census Tract 7, Shelby County, Tennessee",4530,748,26009,38673,12263.028648244086071,5381469.409496402367949
154,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,27,1400000US47157001200,47,157,001200,12,Tract,0.837000000000000,23210502.0000000,10,1400000US47157001200,47157001200.000000000000000,"Census Tract 12, Shelby County, Tennessee",3908,579,45500,47301,19777.828291503799846,23210501.707829315215349
155,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,30,1400000US47157002700,47,157,002700,27,Tract,0.524000000000000,14508687.0000000,22,1400000US47157002700,47157002700.000000000000000,"Census Tract 27, Shelby County, Tennessee",2045,468,40043,54499,15685.030163561930749,14508686.760313343256712
156,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,38,1400000US47157007200,47,157,007200,72,Tract,0.859000000000000,23826330.0000000,57,1400000US47157007200,47157007200.000000000000000,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,14491.332383310122168,11101815.685241982340813
157,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,41,1400000US47157008800,47,157,008800,88,Tract,1.187000000000000,33132554.0000000,72,1400000US47157008800,47157008800.000000000000000,"Census Tract 88, Shelby County, Tennessee",7304,1020,30180,35121,22639.145825922416407,28850354.338875118643045
158,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,2439.917726140147352,217023.833653156500077
159,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,44,1400000US47157010210,47,157,010210,102.10,Tract,1.390000000000000,38759212.0000000,87,1400000US47157010210,47157010210.000000000000000,"Census Tract 102.10, Shelby County, Tennessee",5670,555,27091,37218,8949.503000457298185,797774.278766426839866
160,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,50,1400000US47157000600,47,157,000600,6,Tract,1.498000000000000,54819752.0000000,5,1400000US47157000600,47157000600.000000000000000,"Census Tract 6, Shelby County, Tennessee",1958,315,16814,28726,17823.991644588651980,11604675.457778794690967
161,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,51,1400000US47157000800,47,157,000800,8,Tract,0.787000000000000,23272338.0000000,7,1400000US47157000800,47157000800.000000000000000,"Census Tract 8, Shelby County, Tennessee",2400,302,14861,20658,22017.491660118132131,23272337.460875794291496
162,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,52,1400000US47157000900,47,157,000900,9,Tract,0.913000000000000,25409478.0000000,8,1400000US47157000900,47157000900.000000000000000,"Census Tract 9, Shelby County, Tennessee",2600,400,15620,22580,20129.738907461956842,25409478.512943256646395
163,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,53,1400000US47157001100,47,157,001100,11,Tract,0.676000000000000,18916136.0000000,9,1400000US47157001100,47157001100.000000000000000,"Census Tract 11, Shelby County, Tennessee",3099,437,26571,35300,18429.954015600596904,18916135.414449244737625
164,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,57,1400000US47157007100,47,157,007100,71,Tract,0.683000000000000,19344270.0000000,56,1400000US47157007100,47157007100.000000000000000,"Census Tract 71, Shelby County, Tennessee",2280,263,59191,169269,8777.099475015682401,4368523.202899597585201
165,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,58,1400000US47157007300,47,157,007300,73,Tract,0.740000000000000,20719780.0000000,58,1400000US47157007300,47157007300.000000000000000,"Census Tract 73, Shelby County, Tennessee",4920,563,22143,60293,17784.824409499527974,19556856.955691862851381
166,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,59,1400000US47157007400,47,157,007400,74,Tract,0.654000000000000,18146462.0000000,59,1400000US47157007400,47157007400.000000000000000,"Census Tract 74, Shelby County, Tennessee",2948,353,42738,55276,7534.423998316136931,1879254.045561150182039
167,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,67,1400000US47157008500,47,157,008500,85,Tract,2.517000000000000,70225128.0000000,69,1400000US47157008500,47157008500.000000000000000,"Census Tract 85, Shelby County, Tennessee",4496,300,112868,176537,21835.508277030545287,19049230.106306914240122
168,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,68,1400000US47157008600,47,157,008600,86,Tract,2.069000000000000,57740728.0000000,70,1400000US47157008600,47157008600.000000000000000,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,29167.048225801117951,53721702.705339118838310
169,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,69,1400000US47157008700,47,157,008700,87,Tract,1.106000000000000,30952006.0000000,71,1400000US47157008700,47157008700.000000000000000,"Census Tract 87, Shelby County, Tennessee",4514,495,37151,49394,21068.252653843199369,27217357.285030931234360
170,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,70,1400000US47157008900,47,157,008900,89,Tract,2.269000000000000,66325472.0000000,73,1400000US47157008900,47157008900.000000000000000,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,26529.080728417851788,36606644.378425121307373
171,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,71,1400000US47157009100,47,157,009100,91,Tract,1.152000000000000,32118660.0000000,74,1400000US47157009100,47157009100.000000000000000,"Census Tract 91, Shelby County, Tennessee",2907,378,30225,37457,7824.437374631119383,2266045.088109954725951
172,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,72,1400000US47157009200,47,157,009200,92,Tract,2.626000000000000,72872120.0000000,75,1400000US47157009200,47157009200.000000000000000,"Census Tract 92, Shelby County, Tennessee",7595,484,86583,101049,5204.322658255911847,980090.886677859118208
173,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,74,1400000US47157001300,47,157,001300,13,Tract,0.643000000000000,17945354.0000000,11,1400000US47157001300,47157001300.000000000000000,"Census Tract 13, Shelby County, Tennessee",3416,508,16629,37489,17589.455844897227507,17945354.604059007018805
174,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,36188.545572315488243,58821251.200956523418427
175,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,93,1400000US47157011100,47,157,011100,111,Tract,1.575000000000000,43818496.0000000,100,1400000US47157011100,47157011100.000000000000000,"Census Tract 111, Shelby County, Tennessee",1602,255,19861,34997,31427.523862344729423,43818495.038309395313263
176,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,98,1400000US47157001400,47,157,001400,14,Tract,0.473000000000000,13176272.0000000,12,1400000US47157001400,47157001400.000000000000000,"Census Tract 14, Shelby County, Tennessee",1511,278,17068,23796,14246.542244297665093,13176272.271640306338668
177,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,99,1400000US47157001500,47,157,001500,15,Tract,0.529000000000000,14870155.0000000,13,1400000US47157001500,47157001500.000000000000000,"Census Tract 15, Shelby County, Tennessee",1519,213,22923,30218,15734.549124687426229,14870155.113699542358518
178,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,19269.000837380772282,16941980.728483956307173
179,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,106,1400000US47157002800,47,157,002800,28,Tract,0.934000000000000,26130476.0000000,23,1400000US47157002800,47157002800.000000000000000,"Census Tract 28, Shelby County, Tennessee",3213,411,22424,33939,25548.119641348377627,26130476.409087475389242
180,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,107,1400000US47157002900,47,157,002900,29,Tract,1.587000000000000,44236072.0000000,24,1400000US47157002900,47157002900.000000000000000,"Census Tract 29, Shelby County, Tennessee",4830,401,67321,118699,28978.071933842966246,44236072.318260036408901
181,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,108,1400000US47157003000,47,157,003000,30,Tract,0.777000000000000,21617776.0000000,25,1400000US47157003000,47157003000.000000000000000,"Census Tract 30, Shelby County, Tennessee",3493,398,26271,48152,21823.930215004693309,21617775.425307441502810
182,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,109,1400000US47157003100,47,157,003100,31,Tract,1.082000000000000,30195822.0000000,26,1400000US47157003100,47157003100.000000000000000,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,17075.190424875305325,7129283.871577744372189
183,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,29563.485354746331723,49787301.550179466605186
184,8,0.000000000000000,-62.985714285699999,0.000000000000000,0.000000000000000,1.842370993180000,-72.400000000000006,25.586287250000002,36.674999999999997,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,2197.559157858001527,245342.540021875262028
185,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,23,1400000US47157022122,47,157,022122,221.22,Tract,1.011000000000000,28202550.0000000,206,1400000US47157022122,47157022122.000000000000000,"Census Tract 221.22, Shelby County, Tennessee",4135,418,34911,48576,12371.238814857289981,4339185.127183868549764
186,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,45,1400000US47157010630,47,157,010630,106.30,Tract,0.695000000000000,19439600.0000000,93,1400000US47157010630,47157010630.000000000000000,"Census Tract 106.30, Shelby County, Tennessee",4315,647,22482,28996,6132.385684229974686,1484917.636975832749158
187,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,24127.650750288958079,33767028.684626758098602
188,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,87,1400000US47157010620,47,157,010620,106.20,Tract,0.529000000000000,14832534.0000000,92,1400000US47157010620,47157010620.000000000000000,"Census Tract 106.20, Shelby County, Tennessee",3568,467,27292,32744,14555.871429591457854,10500261.163602448999882
189,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,92,1400000US47157011020,47,157,011020,110.20,Tract,1.845000000000000,51733016.0000000,99,1400000US47157011020,47157011020.000000000000000,"Census Tract 110.20, Shelby County, Tennessee",1257,189,29405,40483,29782.858453323584399,51733015.372153043746948
190,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,201,1400000US47157021900,47,157,021900,219,Tract,5.808000000000000,165847936.0000000,199,1400000US47157021900,47157021900.000000000000000,"Census Tract 219, Shelby County, Tennessee",5409,613,37763,42255,55559.651159896609897,164728726.231999546289444
191,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,205,1400000US47157022112,47,157,022112,221.12,Tract,1.271000000000000,35342956.0000000,204,1400000US47157022112,47157022112.000000000000000,"Census Tract 221.12, Shelby County, Tennessee",6386,691,31593,37351,7184.869574635602476,2561970.636681909207255
192,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,207,1400000US47157022130,47,157,022130,221.30,Tract,1.900000000000000,55323612.0000000,207,1400000US47157022130,47157022130.000000000000000,"Census Tract 221.30, Shelby County, Tennessee",5916,702,45552,56675,2405.200226718957310,122630.770108635028009
193,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,435961248.0000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,64805.378392836930288,218996763.734040051698685
194,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,49678.188847336889012,65317456.634191282093525
195,9,0.000000000000000,-52.785714285700003,3.000000000000000,3.000000000000000,1.950212064910000,-49.200000000000003,27.788932363499999,35.725000000000001,221,1400000US47157011010,47,157,011010,110.10,Tract,1.092000000000000,30366530.0000000,98,1400000US47157011010,47157011010.000000000000000,"Census Tract 110.10, Shelby County, Tennessee",4394,546,35953,48615,28895.358384760525951,30366530.168548177927732
196,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,25467.411968441829231,15155224.207001997157931
197,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,4,1400000US47157020511,47,157,020511,205.11,Tract,1.350000000000000,40455344.0000000,115,1400000US47157020511,47157020511.000000000000000,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,9284.158098890758993,3295574.677261097356677
198,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,14508.039657858334976,10694097.322187043726444
199,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,8,1400000US47157020652,47,157,020652,206.52,Tract,1.248000000000000,34937596.0000000,135,1400000US47157020652,47157020652.000000000000000,"Census Tract 206.52, Shelby County, Tennessee",4985,435,63495,67824,12249.748176218945446,5092369.263489915058017
200,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,28685.856049847789109,48094782.214160270988941
201,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,8608.705366120895633,3077850.040695714764297
202,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,137,1400000US47157020524,47,157,020524,205.24,Tract,1.787000000000000,49974500.0000000,119,1400000US47157020524,47157020524.000000000000000,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,27759.085892869523377,42131236.214418366551399
203,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,138,1400000US47157020531,47,157,020531,205.31,Tract,6.771000000000000,189637872.0000000,120,1400000US47157020531,47157020531.000000000000000,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,57919.060685585594911,158250644.893907427787781
204,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,139,1400000US47157020532,47,157,020532,205.32,Tract,3.014000000000000,85482384.0000000,121,1400000US47157020532,47157020532.000000000000000,"Census Tract 205.32, Shelby County, Tennessee",5534,597,41604,48055,41069.381715857889503,85482385.264494210481644
205,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,140,1400000US47157020541,47,157,020541,205.41,Tract,1.771000000000000,49432104.0000000,122,1400000US47157020541,47157020541.000000000000000,"Census Tract 205.41, Shelby County, Tennessee",6001,582,54951,66706,29976.969836042604584,49432104.005734711885452
206,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,141,1400000US47157020542,47,157,020542,205.42,Tract,1.761000000000000,49040100.0000000,123,1400000US47157020542,47157020542.000000000000000,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,16446.691272584874241,2034544.755426973802969
207,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,142,1400000US47157020621,47,157,020621,206.21,Tract,2.056000000000000,57314276.0000000,125,1400000US47157020621,47157020621.000000000000000,"Census Tract 206.21, Shelby County, Tennessee",7373,665,32492,47004,2204.458864788892242,85576.250183581039892
208,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,43282.071834071881312,75108413.347351253032684
209,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,148,1400000US47157020643,47,157,020643,206.43,Tract,2.904000000000000,81423192.0000000,132,1400000US47157020643,47157020643.000000000000000,"Census Tract 206.43, Shelby County, Tennessee",8424,446,91786,101567,37258.073680848705408,69829950.397400036454201
210,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,149,1400000US47157020644,47,157,020644,206.44,Tract,4.247000000000000,119602968.0000000,133,1400000US47157020644,47157020644.000000000000000,"Census Tract 206.44, Shelby County, Tennessee",8639,858,63315,76471,65306.929995372891426,119602964.304074913263321
211,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,150,1400000US47157020651,47,157,020651,206.51,Tract,1.802000000000000,50039660.0000000,134,1400000US47157020651,47157020651.000000000000000,"Census Tract 206.51, Shelby County, Tennessee",7415,718,60679,67822,28325.091822404232516,42201497.062784813344479
212,10,0.000000000000000,-47.866666666699999,0.000000000000000,-1.000000000000000,2.251629167390000,-44.049999999999997,25.411467227700001,48.500000000000000,151,1400000US47157020700,47,157,020700,207,Tract,35.401000000000003,986658368.0000000,136,1400000US47157020700,47157020700.000000000000000,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,11188.408306512474155,1706899.339030873030424
213,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,6,1400000US47157020610,47,157,020610,206.10,Tract,2.955000000000000,82564896.0000000,124,1400000US47157020610,47157020610.000000000000000,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,34975.716350521011918,73052878.712146997451782
214,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,41,1400000US47157008800,47,157,008800,88,Tract,1.187000000000000,33132554.0000000,72,1400000US47157008800,47157008800.000000000000000,"Census Tract 88, Shelby County, Tennessee",7304,1020,30180,35121,10439.320193228450080,4282200.140233483165503
215,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,24851.130832081238623,38354033.627954624593258
216,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,68,1400000US47157008600,47,157,008600,86,Tract,2.069000000000000,57740728.0000000,70,1400000US47157008600,47157008600.000000000000000,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,10407.933305604972702,3979587.307452304754406
217,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,69,1400000US47157008700,47,157,008700,87,Tract,1.106000000000000,30952006.0000000,71,1400000US47157008700,47157008700.000000000000000,"Census Tract 87, Shelby County, Tennessee",4514,495,37151,49394,10114.375374852743334,3734650.223439645953476
218,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,70,1400000US47157008900,47,157,008900,89,Tract,2.269000000000000,66325472.0000000,73,1400000US47157008900,47157008900.000000000000000,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,23591.826980416244623,29718828.956128753721714
219,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,71,1400000US47157009100,47,157,009100,91,Tract,1.152000000000000,32118660.0000000,74,1400000US47157009100,47157009100.000000000000000,"Census Tract 91, Shelby County, Tennessee",2907,378,30225,37457,22428.039889998010040,29852614.789422862231731
220,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,72,1400000US47157009200,47,157,009200,92,Tract,2.626000000000000,72872120.0000000,75,1400000US47157009200,47157009200.000000000000000,"Census Tract 92, Shelby County, Tennessee",7595,484,86583,101049,26596.867758358657738,43088404.338684871792793
