OBJECTID,FID_PowerDemandVT,PowerNodes,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
184,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,38,1400000US47157007200,47,157,007200,72,Tract,0.859000000000000,23826330.0000000,57,1400000US47157007200,47157007200.000000000000000,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,18565.073098723216390,16750435.321994910016656
185,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,54,1400000US47157006700,47,157,006700,67,Tract,0.724000000000000,20177384.0000000,52,1400000US47157006700,47157006700.000000000000000,"Census Tract 67, Shelby County, Tennessee",3289,747,19653,25772,20145.422309876215877,18081737.753064915537834
186,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,56,1400000US47157007000,47,157,007000,70,Tract,0.594000000000000,16716838.0000000,55,1400000US47157007000,47157007000.000000000000000,"Census Tract 70, Shelby County, Tennessee",3489,391,27440,34215,11858.312981821633002,6086562.456296381540596
187,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,57,1400000US47157007100,47,157,007100,71,Tract,0.683000000000000,19344270.0000000,56,1400000US47157007100,47157007100.000000000000000,"Census Tract 71, Shelby County, Tennessee",2280,263,59191,169269,19996.544441839338106,19344269.625325709581375
188,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,63,1400000US47157007900,47,157,007900,79,Tract,1.057000000000000,29470884.0000000,64,1400000US47157007900,47157007900.000000000000000,"Census Tract 79, Shelby County, Tennessee",5852,758,22979,33275,6623.714585523386631,2317084.770252352580428
189,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,74,1400000US47157001300,47,157,001300,13,Tract,0.643000000000000,17945354.0000000,11,1400000US47157001300,47157001300.000000000000000,"Census Tract 13, Shelby County, Tennessee",3416,508,16629,37489,9086.714374027098529,3583364.485851204022765
190,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,98,1400000US47157001400,47,157,001400,14,Tract,0.473000000000000,13176272.0000000,12,1400000US47157001400,47157001400.000000000000000,"Census Tract 14, Shelby County, Tennessee",1511,278,17068,23796,11505.225577145971329,7618344.916446589864790
191,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,99,1400000US47157001500,47,157,001500,15,Tract,0.529000000000000,14870155.0000000,13,1400000US47157001500,47157001500.000000000000000,"Census Tract 15, Shelby County, Tennessee",1519,213,22923,30218,13383.618774833323187,9996436.642730418592691
192,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,12237.704606366856751,7863631.277916301041842
193,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,106,1400000US47157002800,47,157,002800,28,Tract,0.934000000000000,26130476.0000000,23,1400000US47157002800,47157002800.000000000000000,"Census Tract 28, Shelby County, Tennessee",3213,411,22424,33939,25548.119641348377627,26130476.409087475389242
194,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,107,1400000US47157002900,47,157,002900,29,Tract,1.587000000000000,44236072.0000000,24,1400000US47157002900,47157002900.000000000000000,"Census Tract 29, Shelby County, Tennessee",4830,401,67321,118699,20059.612989688248490,16925060.542554602026939
195,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,108,1400000US47157003000,47,157,003000,30,Tract,0.777000000000000,21617776.0000000,25,1400000US47157003000,47157003000.000000000000000,"Census Tract 30, Shelby County, Tennessee",3493,398,26271,48152,21701.437318365227839,21604716.681881029158831
196,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,109,1400000US47157003100,47,157,003100,31,Tract,1.082000000000000,30195822.0000000,26,1400000US47157003100,47157003100.000000000000000,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,23609.868312626687839,28739580.574073549360037
197,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,128,1400000US47157006600,47,157,006600,66,Tract,0.806000000000000,22408408.0000000,51,1400000US47157006600,47157006600.000000000000000,"Census Tract 66, Shelby County, Tennessee",2260,220,38864,47872,16525.701341597032297,11536991.151727000251412
198,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,4,1400000US47157020511,47,157,020511,205.11,Tract,1.350000000000000,40455344.0000000,115,1400000US47157020511,47157020511.000000000000000,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,27630.350720309390454,33375119.545346666127443
199,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,5354.802553127642568,1530506.298724846914411
200,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,44,1400000US47157010210,47,157,010210,102.10,Tract,1.390000000000000,38759212.0000000,87,1400000US47157010210,47157010210.000000000000000,"Census Tract 102.10, Shelby County, Tennessee",5670,555,27091,37218,26815.747666924158693,33641327.594412162899971
201,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,70,1400000US47157008900,47,157,008900,89,Tract,2.269000000000000,66325472.0000000,73,1400000US47157008900,47157008900.000000000000000,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,3765.976955400515180,887323.503076309571043
202,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,80,1400000US47157010000,47,157,010000,100,Tract,2.131000000000000,59190452.0000000,84,1400000US47157010000,47157010000.000000000000000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,382.952380925946159,4983.780175190407135
203,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,81,1400000US47157010110,47,157,010110,101.10,Tract,1.620000000000000,45044016.0000000,85,1400000US47157010110,47157010110.000000000000000,"Census Tract 101.10, Shelby County, Tennessee",7848,1102,16286,23065,10996.746524515798228,2981586.683935515582561
204,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,82,1400000US47157010120,47,157,010120,101.20,Tract,2.824000000000000,80600144.0000000,86,1400000US47157010120,47157010120.000000000000000,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,16427.535557768140279,13276133.741212660446763
205,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,37250.875779380781751,77518796.019542470574379
206,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,7204.358327916888811,2183963.633716764859855
207,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,35312.213304646793404,68284708.656907111406326
208,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,19308.915721801226027,16806079.833134673535824
209,19,0,24100.5714286,2,2.000000000000000,2,20903,15318,17813,137,1400000US47157020524,47,157,020524,205.24,Tract,1.787000000000000,49974500.0000000,119,1400000US47157020524,47157020524.000000000000000,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,24055.967733483463235,33779927.590832591056824
210,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,37,1400000US47157006800,47,157,006800,68,Tract,0.497000000000000,13881032.0000000,53,1400000US47157006800,47157006800.000000000000000,"Census Tract 68, Shelby County, Tennessee",2194,339,17172,26119,11121.757302542713660,5380752.902265837416053
211,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,13936.126344590189547,6310546.878150257281959
212,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,55,1400000US47157006900,47,157,006900,69,Tract,0.741000000000000,20558120.0000000,54,1400000US47157006900,47157006900.000000000000000,"Census Tract 69, Shelby County, Tennessee",3202,384,29715,38415,16219.694981770124286,15582072.801495762541890
213,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,63,1400000US47157007900,47,157,007900,79,Tract,1.057000000000000,29470884.0000000,64,1400000US47157007900,47157007900.000000000000000,"Census Tract 79, Shelby County, Tennessee",5852,758,22979,33275,16745.776755313567264,16344677.026808677241206
214,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,65,1400000US47157008110,47,157,008110,81.10,Tract,0.749000000000000,20905954.0000000,66,1400000US47157008110,47157008110.000000000000000,"Census Tract 81.10, Shelby County, Tennessee",2866,354,20096,35206,18844.860738938798022,15145701.906998092308640
215,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,66,1400000US47157008120,47,157,008120,81.20,Tract,1.236000000000000,34267456.0000000,67,1400000US47157008120,47157008120.000000000000000,"Census Tract 81.20, Shelby County, Tennessee",3918,370,26114,38399,25412.493105990550248,34038314.805565237998962
216,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,28477.009568272889737,32335676.911264151334763
217,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,92,1400000US47157011020,47,157,011020,110.20,Tract,1.845000000000000,51733016.0000000,99,1400000US47157011020,47157011020.000000000000000,"Census Tract 110.20, Shelby County, Tennessee",1257,189,29405,40483,8267.883488378054608,3128665.387501230929047
218,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,51501.308957666755305,95533430.063777104020119
219,20,0,22627.2222222,1,1.000000000000000,2,21729,8010,14415,221,1400000US47157011010,47,157,011010,110.10,Tract,1.092000000000000,30366530.0000000,98,1400000US47157011010,47157011010.000000000000000,"Census Tract 110.10, Shelby County, Tennessee",4394,546,35953,48615,11446.184591752287815,8052584.499672645702958
220,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,43307.215682913025375,96577981.165824890136719
221,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,565.789876750752001,15269.666237413950512
222,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,31663.198156781465514,13900637.915141884237528
223,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,96352.632926874299301,269986867.236743986606598
224,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,69780.481471930601401,309926794.271133601665497
225,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,9334.662542842947005,3731033.215054309461266
226,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,138,1400000US47157020531,47,157,020531,205.31,Tract,6.771000000000000,189637872.0000000,120,1400000US47157020531,47157020531.000000000000000,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,28691.185950880037126,25931262.949490062892437
227,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,4,1400000US47157020511,47,157,020511,205.11,Tract,1.350000000000000,40455344.0000000,115,1400000US47157020511,47157020511.000000000000000,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,11113.568732942630959,7080225.625352954491973
228,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,6,1400000US47157020610,47,157,020610,206.10,Tract,2.955000000000000,82564896.0000000,124,1400000US47157020610,47157020610.000000000000000,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,6892.135745919483270,1265584.268051809631288
229,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,27,1400000US47157001200,47,157,001200,12,Tract,0.837000000000000,23210502.0000000,10,1400000US47157001200,47157001200.000000000000000,"Census Tract 12, Shelby County, Tennessee",3908,579,45500,47301,19404.729602095205337,22914961.299140196293592
230,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,41,1400000US47157008800,47,157,008800,88,Tract,1.187000000000000,33132554.0000000,72,1400000US47157008800,47157008800.000000000000000,"Census Tract 88, Shelby County, Tennessee",7304,1020,30180,35121,24749.316188493667141,33132554.633571013808250
231,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,14232.689267655332515,8350573.914772507734597
232,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,51,1400000US47157000800,47,157,000800,8,Tract,0.787000000000000,23272338.0000000,7,1400000US47157000800,47157000800.000000000000000,"Census Tract 8, Shelby County, Tennessee",2400,302,14861,20658,13414.608422263165266,7099793.308804016560316
233,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,52,1400000US47157000900,47,157,000900,9,Tract,0.913000000000000,25409478.0000000,8,1400000US47157000900,47157000900.000000000000000,"Census Tract 9, Shelby County, Tennessee",2600,400,15620,22580,10834.504075220984305,3802197.622174241114408
234,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,53,1400000US47157001100,47,157,001100,11,Tract,0.676000000000000,18916136.0000000,9,1400000US47157001100,47157001100.000000000000000,"Census Tract 11, Shelby County, Tennessee",3099,437,26571,35300,18429.954015600596904,18916135.414449244737625
235,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,68,1400000US47157008600,47,157,008600,86,Tract,2.069000000000000,57740728.0000000,70,1400000US47157008600,47157008600.000000000000000,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,5434.655893562526217,796842.569031299441122
236,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,69,1400000US47157008700,47,157,008700,87,Tract,1.106000000000000,30952006.0000000,71,1400000US47157008700,47157008700.000000000000000,"Census Tract 87, Shelby County, Tennessee",4514,495,37151,49394,21484.309925846111582,28324764.161000717431307
237,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,70,1400000US47157008900,47,157,008900,89,Tract,2.269000000000000,66325472.0000000,73,1400000US47157008900,47157008900.000000000000000,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,34456.818323833795148,57545464.831024572253227
238,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,71,1400000US47157009100,47,157,009100,91,Tract,1.152000000000000,32118660.0000000,74,1400000US47157009100,47157009100.000000000000000,"Census Tract 91, Shelby County, Tennessee",2907,378,30225,37457,22816.907229564851150,30574327.806036219000816
239,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,74,1400000US47157001300,47,157,001300,13,Tract,0.643000000000000,17945354.0000000,11,1400000US47157001300,47157001300.000000000000000,"Census Tract 13, Shelby County, Tennessee",3416,508,16629,37489,15695.258945033565396,14361990.203216362744570
240,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,8949.472740725230324,4791353.241041573695838
241,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,93,1400000US47157011100,47,157,011100,111,Tract,1.575000000000000,43818496.0000000,100,1400000US47157011100,47157011100.000000000000000,"Census Tract 111, Shelby County, Tennessee",1602,255,19861,34997,31427.523862344729423,43818495.038309395313263
242,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,98,1400000US47157001400,47,157,001400,14,Tract,0.473000000000000,13176272.0000000,12,1400000US47157001400,47157001400.000000000000000,"Census Tract 14, Shelby County, Tennessee",1511,278,17068,23796,9934.118072699726326,5557927.592866681516171
243,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,99,1400000US47157001500,47,157,001500,15,Tract,0.529000000000000,14870155.0000000,13,1400000US47157001500,47157001500.000000000000000,"Census Tract 15, Shelby County, Tennessee",1519,213,22923,30218,2157.214780081022127,275402.368234168796334
244,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,107,1400000US47157002900,47,157,002900,29,Tract,1.587000000000000,44236072.0000000,24,1400000US47157002900,47157002900.000000000000000,"Census Tract 29, Shelby County, Tennessee",4830,401,67321,118699,7937.495449664055741,1803008.259113322710618
245,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,20824.165355811139307,19391339.935737624764442
246,22,0,29704.5,2,3.000000000000000,2,27974,10498,9489,141,1400000US47157020542,47,157,020542,205.42,Tract,1.761000000000000,49040100.0000000,123,1400000US47157020542,47157020542.000000000000000,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,2127.379586392687088,95616.234223457780899
247,23,0,28145.375,1,-1.000000000000000,2,21436,17025,24322,92,1400000US47157011020,47,157,011020,110.20,Tract,1.845000000000000,51733016.0000000,99,1400000US47157011020,47157011020.000000000000000,"Census Tract 110.20, Shelby County, Tennessee",1257,189,29405,40483,21958.810334194651659,29276922.414636373519897
248,23,0,28145.375,1,-1.000000000000000,2,21436,17025,24322,201,1400000US47157021900,47,157,021900,219,Tract,5.808000000000000,165847936.0000000,199,1400000US47157021900,47157021900.000000000000000,"Census Tract 219, Shelby County, Tennessee",5409,613,37763,42255,48050.021388283588749,125739269.001851081848145
249,23,0,28145.375,1,-1.000000000000000,2,21436,17025,24322,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,435961248.0000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,55744.139507314590446,172006775.286346286535263
250,23,0,28145.375,1,-1.000000000000000,2,21436,17025,24322,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,19669.766429015362519,12698089.439920056611300
251,23,0,28145.375,1,-1.000000000000000,2,21436,17025,24322,221,1400000US47157011010,47,157,011010,110.10,Tract,1.092000000000000,30366530.0000000,98,1400000US47157011010,47157011010.000000000000000,"Census Tract 110.10, Shelby County, Tennessee",4394,546,35953,48615,23112.160750257724430,22313945.522928223013878
252,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,2,1400000US47157011800,47,157,011800,118,Tract,1.483000000000000,41451196.0000000,107,1400000US47157011800,47157011800.000000000000000,"Census Tract 118, Shelby County, Tennessee",5944,651,37241,48662,24062.762246208763827,29995985.041939042508602
253,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,18597.406357607618702,20625600.293593883514404
254,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,42,1400000US47157009400,47,157,009400,94,Tract,0.793000000000000,22117984.0000000,77,1400000US47157009400,47157009400.000000000000000,"Census Tract 94, Shelby County, Tennessee",3542,331,52443,65677,9280.904772757996398,2541382.987473758403212
255,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,63,1400000US47157007900,47,157,007900,79,Tract,1.057000000000000,29470884.0000000,64,1400000US47157007900,47157007900.000000000000000,"Census Tract 79, Shelby County, Tennessee",5852,758,22979,33275,7797.676011016110351,2982871.026687470264733
256,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,64,1400000US47157008000,47,157,008000,80,Tract,1.035000000000000,28841808.0000000,65,1400000US47157008000,47157008000.000000000000000,"Census Tract 80, Shelby County, Tennessee",5109,608,26813,37708,16696.976017129331012,15736679.373674418777227
257,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,66,1400000US47157008120,47,157,008120,81.20,Tract,1.236000000000000,34267456.0000000,67,1400000US47157008120,47157008120.000000000000000,"Census Tract 81.20, Shelby County, Tennessee",3918,370,26114,38399,2471.366756171310044,229142.652346722752554
258,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,73,1400000US47157009300,47,157,009300,93,Tract,1.239000000000000,34470916.0000000,76,1400000US47157009300,47157009300.000000000000000,"Census Tract 93, Shelby County, Tennessee",4174,534,50896,75751,17542.912642070412403,19333008.506513092666864
259,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,77,1400000US47157009700,47,157,009700,97,Tract,0.694000000000000,19138068.0000000,80,1400000US47157009700,47157009700.000000000000000,"Census Tract 97, Shelby County, Tennessee",2787,405,36731,51881,19081.984795607564593,17622100.043386928737164
260,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,11738.687079000907033,5960033.225056335330009
261,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,86,1400000US47157010610,47,157,010610,106.10,Tract,1.507000000000000,42149428.0000000,91,1400000US47157010610,47157010610.000000000000000,"Census Tract 106.10, Shelby County, Tennessee",6335,828,31534,36306,22890.815814938196127,25248250.562808696180582
262,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,88,1400000US47157010710,47,157,010710,107.10,Tract,1.520000000000000,42416636.0000000,94,1400000US47157010710,47157010710.000000000000000,"Census Tract 107.10, Shelby County, Tennessee",4905,641,43672,51602,9795.569235521881637,5542214.563513014465570
263,24,0,21701.6,2,2.000000000000000,2,21250,5395,5712,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,9466.196402051891710,4538197.693817823193967
264,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,2,1400000US47157011800,47,157,011800,118,Tract,1.483000000000000,41451196.0000000,107,1400000US47157011800,47157011800.000000000000000,"Census Tract 118, Shelby County, Tennessee",5944,651,37241,48662,14075.359488502725071,11455210.839632784947753
265,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,38,1400000US47157007200,47,157,007200,72,Tract,0.859000000000000,23826330.0000000,57,1400000US47157007200,47157007200.000000000000000,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,13107.527046660443375,7075893.744888016954064
266,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,42,1400000US47157009400,47,157,009400,94,Tract,0.793000000000000,22117984.0000000,77,1400000US47157009400,47157009400.000000000000000,"Census Tract 94, Shelby County, Tennessee",3542,331,52443,65677,9612.636498222424052,2009981.785255024908110
267,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,3453.803194494849777,546280.512868567602709
268,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,56,1400000US47157007000,47,157,007000,70,Tract,0.594000000000000,16716838.0000000,55,1400000US47157007000,47157007000.000000000000000,"Census Tract 70, Shelby County, Tennessee",3489,391,27440,34215,13738.578189137017034,10630275.517172425985336
269,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,58,1400000US47157007300,47,157,007300,73,Tract,0.740000000000000,20719780.0000000,58,1400000US47157007300,47157007300.000000000000000,"Census Tract 73, Shelby County, Tennessee",4920,563,22143,60293,19347.198634579908685,20719780.356998957693577
270,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,59,1400000US47157007400,47,157,007400,74,Tract,0.654000000000000,18146462.0000000,59,1400000US47157007400,47157007400.000000000000000,"Census Tract 74, Shelby County, Tennessee",2948,353,42738,55276,17702.376151112661319,18146461.965344991534948
271,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,63,1400000US47157007900,47,157,007900,79,Tract,1.057000000000000,29470884.0000000,64,1400000US47157007900,47157007900.000000000000000,"Census Tract 79, Shelby County, Tennessee",5852,758,22979,33275,12008.523397315711918,7826250.490918449126184
272,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,64,1400000US47157008000,47,157,008000,80,Tract,1.035000000000000,28841808.0000000,65,1400000US47157008000,47157008000.000000000000000,"Census Tract 80, Shelby County, Tennessee",5109,608,26813,37708,15690.725360825010284,13105127.112419743090868
273,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,67,1400000US47157008500,47,157,008500,85,Tract,2.517000000000000,70225128.0000000,69,1400000US47157008500,47157008500.000000000000000,"Census Tract 85, Shelby County, Tennessee",4496,300,112868,176537,33398.765129128601984,61240657.681837372481823
274,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,68,1400000US47157008600,47,157,008600,86,Tract,2.069000000000000,57740728.0000000,70,1400000US47157008600,47157008600.000000000000000,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,27439.127227759145171,47666015.233211353421211
275,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,69,1400000US47157008700,47,157,008700,87,Tract,1.106000000000000,30952006.0000000,71,1400000US47157008700,47157008700.000000000000000,"Census Tract 87, Shelby County, Tennessee",4514,495,37151,49394,9861.105142602142223,2627243.235457222443074
276,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,73,1400000US47157009300,47,157,009300,93,Tract,1.239000000000000,34470916.0000000,76,1400000US47157009300,47157009300.000000000000000,"Census Tract 93, Shelby County, Tennessee",4174,534,50896,75751,18748.930685192641249,14723303.772916831076145
